Record_ID,Mission_Name,Mission_Type,Lead_Country,Lead_ISO_Code,Lead_Country_Region,Operation_Location,Operation_Region,Threat_Level,Command_HQ,Operation_Start_Year,Operation_End_Year,Duration_Years,Mission_Phase,Troops_Deployed,Air_Assets_Deployed,Naval_Assets_Deployed,Casualties,Casualties_Rate_Pct,Mission_Cost_M_USD,Cost_Per_Soldier_USD,Contributing_Countries_Count,NATO_Led,UN_Mandate,Mission_Outcome,Mission_Status,Classification,Media_Coverage,Public_Support_Pct,After_Action_Report
2053,Operation Viking 02053,Air Policing,Portugal,PRT,Western Europe,Mediterranean Sea,Europe,Low,SHAPE Belgium,1970,1971,1,Transition,46799,186,44,1072,2.291,9114.76,194763.99,16,No,No,Partially Successful,Planned,NATO Restricted,Low,71.4,N/A
2054,Operation Hammer Force 02054,Search and Rescue,Iceland,ISL,Northern Europe,North Atlantic,Atlantic,Low,ACO Mons,1955,1956,1,Execution,44230,49,20,1422,3.215,195.56,4421.43,22,Yes,Yes,Withdrawn,Suspended,NATO Confidential,Medium,62.0,Pending
2055,Operation Baltic Eagle 02055,CBRN Response,Türkiye,TUR,Southern Europe,Indian Ocean,Asia,Low,ACO Mons,2019,2024,5,Execution,14958,1,3,136,0.909,6704.17,448199.63,14,Yes,Yes,Ongoing,Suspended,NATO Secret,Medium,79.4,N/A
2056,Operation Active Endeavour 02056,CBRN Response,North Macedonia,MKD,Southern Europe,Aegean Sea,Europe,Low,JFC Brunssum,1958,1971,13,Planning,51563,19,31,1669,3.237,2728.74,52920.51,9,Yes,No,Ongoing,Planned,NATO Confidential,Low,32.3,N/A
2057,Operation Viking 02057,Special Operations,Sweden,SWE,Northern Europe,Libya,Africa,High,ACO Mons,2004,2006,2,Transition,383,179,34,0,0.0,7554.08,19723446.48,3,Yes,No,Transitioned to UN,Planned,NATO Secret,Minimal,48.5,Classified
2058,Operation Vigilant Skies 02058,Combat,Norway,NOR,Northern Europe,North Sea,Europe,Low,ACO Mons,1991,2009,18,Execution,66344,30,2,815,1.228,7529.08,113485.47,17,Joint UN-NATO,No,Inconclusive,Suspended,NATO Confidential,Medium,88.6,N/A
2059,Operation Blue Flag 02059,CBRN Response,Montenegro,MNE,Southern Europe,Black Sea,Europe,Medium,JFC Brunssum,1964,1979,15,Transition,40629,89,38,20,0.049,3028.12,74531.0,4,Yes,Yes,Partially Successful,Active,NATO Confidential,Minimal,89.8,Published
2060,Operation Swift Response 02060,Maritime Security,Bulgaria,BGR,Eastern Europe,Somalia,Africa,Medium,SHAPE Belgium,2018,2019,1,Planning,34828,145,39,861,2.472,6210.05,178306.25,25,Joint UN-NATO,No,Suspended,Concluded,NATO Secret,Medium,34.1,Pending
2061,Operation Ramstein Guard 02061,Reconnaissance,Lithuania,LTU,Northern Europe,Western Balkans,Europe,Low,AIRCOM,1954,1970,16,Transition,14160,75,28,473,3.34,3934.87,277886.3,7,Yes,No,Successful,Active,Unclassified,High,78.7,Pending
2062,Operation Steadfast Jazz 02062,Disaster Relief,Luxembourg,LUX,Western Europe,Ukraine Border,Europe,High,JFC Naples,1969,1982,13,Deployment,21057,139,27,302,1.434,9458.13,449167.97,12,No,No,Transitioned to UN,Completed,NATO Confidential,Low,20.5,Published
2063,Operation Steadfast Jazz 02063,Ballistic Missile Defense,Albania,ALB,Southern Europe,Caucasus Region,Asia,High,MARCOM,1960,1970,10,Deployment,31454,44,18,621,1.974,1459.61,46404.59,23,Joint UN-NATO,Yes,Transitioned to UN,Concluded,NATO Secret,Medium,31.4,Classified
2064,Operation Saber Strike 02064,Peacekeeping,North Macedonia,MKD,Southern Europe,Ukraine Border,Europe,High,MARCOM,1988,1994,6,Planning,21777,22,11,229,1.052,1129.38,51861.14,27,Yes,Yes,Completed,Concluded,Unclassified,Minimal,64.3,Published
2065,Operation Northern Guard 02065,Maritime Security,Germany,DEU,Western Europe,Kosovo,Europe,Medium,AIRCOM,1971,1980,9,Deployment,21755,24,25,473,2.174,6792.75,312238.57,8,Joint UN-NATO,Yes,Withdrawn,Completed,Unclassified,High,89.9,Pending
2066,Operation Iron Spear 02066,Search and Rescue,Netherlands,NLD,Western Europe,Indian Ocean,Asia,Low,SHAPE Belgium,1957,1969,12,Completed,18111,39,46,240,1.325,4297.22,237271.27,19,Joint UN-NATO,Yes,Partially Successful,Active,NATO Confidential,Medium,58.1,Published
2067,Operation Iron Resolve 02067,Amphibious Exercise,Iceland,ISL,Northern Europe,Ukraine Border,Europe,High,JFC Naples,1963,1973,10,Transition,4145,155,50,38,0.917,5578.03,1345724.97,10,Yes,Yes,Completed,Concluded,NATO Restricted,Minimal,41.6,Classified
2068,Operation Steel Horizon 02068,Reconnaissance,Spain,ESP,Western Europe,Afghanistan,Asia,High,LANDCOM,1967,1986,19,Drawdown,39042,68,40,271,0.694,10020.48,256658.98,3,Yes,Yes,Successful,On Hold,Unclassified,High,32.2,Published
2069,Operation Freedom Sentinel 02069,Humanitarian Aid,Lithuania,LTU,Northern Europe,Mediterranean Sea,Europe,Low,MARCOM,2022,2024,2,Drawdown,36534,140,35,269,0.736,5578.89,152704.06,17,Yes,Yes,Partially Successful,Active,NATO Secret,Medium,61.1,N/A
2070,Operation Swift Response 02070,Disaster Relief,Estonia,EST,Northern Europe,Lebanon,Middle East,Medium,JFC Naples,2000,2016,16,Transition,72224,94,43,2134,2.955,4409.8,61057.27,2,Yes,No,Successful,Completed,NATO Restricted,High,46.8,Published
2071,Operation Baltic Eagle 02071,Search and Rescue,Bulgaria,BGR,Eastern Europe,Indian Ocean,Asia,Low,JFC Brunssum,2003,2009,6,Drawdown,58974,76,4,697,1.182,11293.83,191505.24,17,Joint UN-NATO,Yes,Ongoing,Active,NATO Restricted,Low,87.3,Classified
2072,Operation Cold Response 02072,Counter-Terrorism,Iceland,ISL,Northern Europe,Persian Gulf,Middle East,Medium,JFC Brunssum,1953,1972,19,Planning,60423,46,24,229,0.379,8395.93,138952.55,24,Yes,Yes,Withdrawn,Active,NATO Restricted,Minimal,38.2,Classified
2073,Operation Dynamic Front 02073,Naval Patrol,France,FRA,Western Europe,Sahel Region,Africa,High,JFC Brunssum,1966,1973,7,Transition,68900,98,27,764,1.109,5799.61,84174.31,2,No,Yes,Mission Accomplished,Planned,NATO Restricted,Low,29.8,N/A
2074,Operation Loyal Leda 02074,Maritime Security,Spain,ESP,Western Europe,North Atlantic,Atlantic,Low,LANDCOM,1969,1989,20,Drawdown,5199,39,10,121,2.327,4124.24,793275.63,31,No,No,Partially Successful,Suspended,NATO Restricted,Minimal,44.3,Classified
2075,Operation Swift Response 02075,Amphibious Exercise,United Kingdom,GBR,Western Europe,Adriatic Sea,Europe,Low,STRIKFORNATO,1955,1962,7,Drawdown,16444,12,17,534,3.247,6472.72,393621.99,25,No,No,Suspended,Transitioned,NATO Confidential,Medium,89.3,N/A
2076,Operation Viking 02076,CBRN Response,Finland,FIN,Northern Europe,Western Balkans,Europe,Low,JFC Naples,1956,1974,18,Planning,38633,38,45,735,1.903,4832.89,125097.46,24,No,No,Mission Accomplished,On Hold,Unclassified,Medium,50.5,Published
2077,Operation Iron Spear 02077,Combat,Italy,ITA,Southern Europe,Libya,Africa,High,AIRCOM,2002,2010,8,Execution,45588,66,41,458,1.005,361.1,7920.94,32,Joint UN-NATO,Yes,Ongoing,On Hold,NATO Secret,Medium,60.2,N/A
2078,Operation Freedom Sentinel 02078,Air Policing,Luxembourg,LUX,Western Europe,Syria,Middle East,High,JFC Brunssum,2014,2020,6,Planning,65470,164,24,302,0.461,9117.58,139263.48,27,Yes,Yes,Inconclusive,Suspended,Unclassified,Minimal,51.2,Published
2079,Operation Pacific Watch 02079,Intelligence Gathering,Italy,ITA,Southern Europe,Western Balkans,Europe,Low,JFC Naples,1985,1989,4,Drawdown,25408,123,3,304,1.196,4447.18,175030.7,30,No,No,Completed,Suspended,NATO Restricted,Medium,54.1,N/A
2080,Operation Dynamic Front 02080,Intelligence Gathering,North Macedonia,MKD,Southern Europe,Caucasus Region,Asia,High,ACO Mons,1995,2003,8,Transition,3533,106,6,94,2.661,1720.7,487036.51,17,Yes,Yes,Suspended,Concluded,NATO Restricted,Low,52.6,Classified
2081,Operation Glacier Watch 02081,Counter-Terrorism,Finland,FIN,Northern Europe,Eastern Europe,Europe,Medium,SHAPE Belgium,1991,2010,19,Execution,61943,88,20,2207,3.563,4391.26,70891.95,13,Yes,No,Inconclusive,On Hold,NATO Secret,High,76.4,Published
2082,Operation Dawn Patrol 02082,Combat,Slovakia,SVK,Central Europe,Caucasus Region,Asia,High,ACO Mons,2008,2024,16,Transition,23535,154,44,906,3.85,3361.5,142829.83,10,Yes,Yes,Partially Successful,Transitioned,NATO Restricted,High,43.7,Published
2083,Operation Adriatic Strike 02083,Special Operations,Montenegro,MNE,Southern Europe,Eastern Europe,Europe,Medium,LANDCOM,1954,1971,17,Execution,38594,50,16,4,0.01,7429.17,192495.47,30,No,No,Mission Accomplished,Transitioned,NATO Restricted,Minimal,56.7,N/A
2084,Operation Trident Juncture 02084,Logistics Support,Hungary,HUN,Central Europe,Arctic Region,Arctic,Medium,STRIKFORNATO,1958,1968,10,Drawdown,4644,113,7,147,3.165,1404.02,302329.89,22,Yes,No,Successful,Active,NATO Restricted,Low,39.1,Classified
2085,Operation Freedom Sentinel 02085,Maritime Security,Slovenia,SVN,Southern Europe,Black Sea,Europe,Medium,LANDCOM,1966,1971,5,Completed,56415,111,12,2006,3.556,5597.05,99212.09,3,Joint UN-NATO,Yes,Ongoing,Planned,NATO Confidential,Low,38.9,Published
2086,Operation Swift Response 02086,Humanitarian Aid,Netherlands,NLD,Western Europe,Persian Gulf,Middle East,Medium,AIRCOM,1995,2012,17,Drawdown,52354,50,39,654,1.249,2397.33,45790.77,4,No,No,Completed,Suspended,Unclassified,Low,47.1,N/A
2087,Operation Eagle Eye 02087,CBRN Response,Albania,ALB,Southern Europe,Barents Sea,Arctic,Medium,ACO Mons,1957,1971,14,Execution,39156,190,30,661,1.688,2036.37,52006.59,29,Yes,Yes,Partially Successful,Active,NATO Restricted,Low,71.1,Classified
2088,Operation Joint Warrior 02088,Special Operations,Netherlands,NLD,Western Europe,Western Balkans,Europe,Low,STRIKFORNATO,1998,2008,10,Planning,45184,13,0,1163,2.574,3431.76,75950.78,13,Yes,No,Mission Accomplished,On Hold,NATO Secret,Minimal,78.5,Classified
2089,Operation Northern Guard 02089,Peacekeeping,Netherlands,NLD,Western Europe,Black Sea,Europe,Medium,JFC Brunssum,2022,2024,2,Drawdown,34749,32,38,134,0.386,9335.14,268644.85,12,No,No,Successful,Transitioned,NATO Confidential,High,21.3,N/A
2090,Operation Iron Spear 02090,Counter-Terrorism,Belgium,BEL,Western Europe,North Atlantic,Atlantic,Low,LANDCOM,1976,1977,1,Transition,43706,109,23,1415,3.238,7932.15,181488.81,10,No,No,Mission Accomplished,Concluded,NATO Confidential,High,60.7,Classified
2091,Operation Brilliant Jump 02091,Search and Rescue,Hungary,HUN,Central Europe,Mali,Africa,Medium,JFC Brunssum,1972,1987,15,Completed,28707,40,38,159,0.554,10471.16,364759.81,22,Joint UN-NATO,Yes,Inconclusive,Completed,NATO Confidential,High,49.3,Classified
2092,Operation Arctic Fox 02092,Naval Patrol,Sweden,SWE,Northern Europe,Sahel Region,Africa,High,LANDCOM,1949,1966,17,Execution,56609,100,47,949,1.676,1970.4,34807.19,13,Joint UN-NATO,No,Completed,Completed,NATO Secret,Low,37.8,Classified
2093,Operation Mountain Shield 02093,Humanitarian Aid,Lithuania,LTU,Northern Europe,Lebanon,Middle East,Medium,STRIKFORNATO,1964,1980,16,Transition,22841,61,1,149,0.652,10891.8,476853.03,19,No,No,Inconclusive,Active,NATO Confidential,Medium,54.9,Classified
2094,Operation Hammer Force 02094,Humanitarian Aid,Netherlands,NLD,Western Europe,Caucasus Region,Asia,High,JFC Brunssum,2023,2024,1,Planning,23100,2,41,244,1.056,7509.05,325067.1,22,No,No,Transitioned to UN,On Hold,NATO Secret,Minimal,27.3,Classified
2095,Operation Steadfast Defender 02095,Counter-Terrorism,Slovenia,SVN,Southern Europe,Adriatic Sea,Europe,Low,STRIKFORNATO,1965,1975,10,Deployment,69819,47,36,541,0.775,7476.87,107089.33,7,Yes,Yes,Mission Accomplished,On Hold,Unclassified,High,43.0,Classified
2096,Operation Anaconda 02096,Reconnaissance,United States,USA,North America,Sahel Region,Africa,High,SHAPE Belgium,2015,2018,3,Execution,37371,15,11,1131,3.026,1359.71,36384.09,19,Joint UN-NATO,No,Successful,Suspended,NATO Restricted,Minimal,68.5,Published
2097,Operation Steadfast Defender 02097,Peacekeeping,Estonia,EST,Northern Europe,Mediterranean Sea,Europe,Low,STRIKFORNATO,2019,2024,5,Planning,7618,128,1,178,2.337,4850.11,636664.48,9,Yes,No,Suspended,Suspended,NATO Restricted,Low,86.1,N/A
2098,Operation Freedom Sentinel 02098,Intelligence Gathering,Canada,CAN,North America,Ukraine Border,Europe,High,STRIKFORNATO,2000,2016,16,Completed,23424,59,15,418,1.784,6037.01,257727.54,18,No,Yes,Transitioned to UN,Planned,NATO Secret,Medium,20.0,Pending
2099,Operation Viking 02099,Special Operations,United Kingdom,GBR,Western Europe,Lebanon,Middle East,Medium,STRIKFORNATO,1995,2006,11,Completed,6839,102,42,102,1.491,5312.32,776768.53,31,No,Yes,Completed,Active,Unclassified,High,54.5,N/A
2100,Operation Cold Response 02100,Ballistic Missile Defense,Denmark,DNK,Northern Europe,Ukraine Border,Europe,High,ACO Mons,1964,1966,2,Execution,43470,187,34,8,0.018,4995.93,114928.23,22,Joint UN-NATO,No,Mission Accomplished,Concluded,NATO Secret,Medium,84.0,N/A
2101,Operation Eagle Eye 02101,Search and Rescue,Spain,ESP,Western Europe,Persian Gulf,Middle East,Medium,SHAPE Belgium,1981,1983,2,Completed,48862,107,28,1744,3.569,11669.19,238819.33,17,No,Yes,Suspended,Completed,Unclassified,Minimal,26.4,Classified
2102,Operation Dynamic Front 02102,Disaster Relief,Canada,CAN,North America,Somalia,Africa,Medium,JFC Naples,2000,2002,2,Completed,41045,69,45,919,2.239,7152.58,174261.91,9,Yes,Yes,Withdrawn,Transitioned,NATO Confidential,High,39.5,N/A
2103,Operation Resolute Support 02103,Disaster Relief,Bulgaria,BGR,Eastern Europe,Ukraine Border,Europe,High,JFC Naples,1993,2007,14,Transition,4334,21,48,122,2.815,2899.61,669037.84,16,Joint UN-NATO,Yes,Withdrawn,Active,Unclassified,Low,78.1,Published
2104,Operation Steadfast Jazz 02104,Reconnaissance,Latvia,LVA,Northern Europe,Persian Gulf,Middle East,Medium,JFC Naples,1969,1974,5,Drawdown,1194,147,16,25,2.094,7670.57,6424262.98,30,Yes,No,Partially Successful,Suspended,NATO Confidential,Medium,83.1,Pending
2105,Operation Baltic Fortress 02105,Cyber Defense,Germany,DEU,Western Europe,Kosovo,Europe,Medium,STRIKFORNATO,1957,1959,2,Transition,17036,63,45,662,3.886,11858.18,696065.98,18,No,Yes,Suspended,Suspended,NATO Secret,Minimal,73.7,Pending
2106,Operation Noble Jump 02106,Amphibious Exercise,North Macedonia,MKD,Southern Europe,Bosnia,Europe,Low,JFC Naples,1986,1989,3,Completed,21734,24,47,809,3.722,3879.82,178513.85,7,Yes,No,Mission Accomplished,Planned,NATO Restricted,Minimal,48.8,Pending
2107,Operation Allied Shield 02107,Ballistic Missile Defense,Bulgaria,BGR,Eastern Europe,Kosovo,Europe,Medium,STRIKFORNATO,1984,1991,7,Planning,67141,104,33,1616,2.407,9189.37,136866.74,7,Joint UN-NATO,No,Successful,Suspended,NATO Restricted,High,88.2,Published
2108,Operation Desert Falcon 02108,Peacekeeping,Portugal,PRT,Western Europe,Lebanon,Middle East,Medium,MARCOM,2020,2024,4,Drawdown,68771,192,41,378,0.55,2931.37,42625.09,23,No,No,Suspended,Concluded,NATO Secret,Minimal,37.2,Published
2109,Operation Resolute Support 02109,Search and Rescue,Germany,DEU,Western Europe,Afghanistan,Asia,High,AIRCOM,1991,2000,9,Transition,28185,100,28,959,3.403,2494.32,88498.14,29,Joint UN-NATO,No,Suspended,Completed,NATO Confidential,Minimal,38.9,N/A
2110,Operation Baltic Fortress 02110,Special Operations,North Macedonia,MKD,Southern Europe,Bosnia,Europe,Low,SHAPE Belgium,1958,1960,2,Planning,35259,194,32,1119,3.174,11234.93,318640.06,7,Joint UN-NATO,No,Withdrawn,Suspended,NATO Confidential,Minimal,63.4,N/A
2111,Operation Steadfast Jazz 02111,Naval Patrol,United Kingdom,GBR,Western Europe,North Atlantic,Atlantic,Low,MARCOM,1974,1975,1,Completed,13778,181,39,189,1.372,2496.23,181175.06,4,No,No,Ongoing,Concluded,NATO Secret,Low,80.9,Classified
2112,Operation Resolute Support 02112,Special Operations,Belgium,BEL,Western Europe,Caucasus Region,Asia,High,AIRCOM,2001,2010,9,Execution,51578,144,30,566,1.097,10770.99,208829.15,26,Joint UN-NATO,No,Successful,Planned,Unclassified,Medium,45.3,Published
2113,Operation Blue Flag 02113,Training Exercise,Italy,ITA,Southern Europe,Baltic Sea,Europe,Low,STRIKFORNATO,2015,2024,9,Planning,65506,12,36,1951,2.978,2077.34,31712.21,17,No,No,Successful,Concluded,Unclassified,Low,54.8,Classified
2114,Operation Aegis Guard 02114,Air Policing,Slovenia,SVN,Southern Europe,Syria,Middle East,High,AIRCOM,1959,1979,20,Planning,5463,138,12,110,2.014,1719.36,314728.17,22,Yes,No,Suspended,Completed,Unclassified,Minimal,56.3,Published
2115,Operation Joint Warrior 02115,Air Policing,Lithuania,LTU,Northern Europe,Iraq,Middle East,High,JFC Naples,1960,1968,8,Completed,61211,37,27,1506,2.46,9041.15,147704.66,20,Joint UN-NATO,Yes,Transitioned to UN,Suspended,Unclassified,Low,23.0,Classified
2116,Operation Baltic Eagle 02116,Peacekeeping,Spain,ESP,Western Europe,Barents Sea,Arctic,Medium,JFC Brunssum,1973,1981,8,Drawdown,12538,163,30,168,1.34,7968.42,635541.55,15,No,Yes,Successful,Planned,NATO Secret,High,32.6,Published
2117,Operation Noble Jump 02117,Ballistic Missile Defense,Estonia,EST,Northern Europe,Horn of Africa,Africa,Medium,MARCOM,1969,1984,15,Deployment,3396,184,7,133,3.916,2802.92,825359.25,16,Joint UN-NATO,No,Inconclusive,Concluded,Unclassified,Medium,42.2,Published
2118,Operation Resolute Support 02118,Search and Rescue,Hungary,HUN,Central Europe,Caucasus Region,Asia,High,STRIKFORNATO,2021,2024,3,Transition,46610,53,45,1342,2.879,5479.22,117554.6,4,No,No,Ongoing,Active,NATO Confidential,Minimal,51.3,Pending
2119,Operation Allied Shield 02119,Combat,Türkiye,TUR,Southern Europe,Sahel Region,Africa,High,STRIKFORNATO,1984,1993,9,Drawdown,12850,58,40,292,2.272,1886.78,146831.13,7,Yes,Yes,Suspended,Concluded,NATO Confidential,High,75.8,Classified
2120,Operation Baltic Eagle 02120,Cyber Defense,Poland,POL,Central Europe,Libya,Africa,High,JFC Brunssum,1985,1995,10,Drawdown,5521,199,7,151,2.735,6666.02,1207393.59,10,Yes,Yes,Suspended,Active,NATO Secret,High,40.6,N/A
2121,Operation Eagle Eye 02121,Peacekeeping,Norway,NOR,Northern Europe,Mali,Africa,Medium,JFC Brunssum,1998,2004,6,Completed,42593,88,48,1586,3.724,920.76,21617.64,14,No,No,Completed,Completed,NATO Secret,Minimal,53.5,Published
2122,Operation Hammer Force 02122,Training Exercise,Belgium,BEL,Western Europe,Black Sea,Europe,Medium,JFC Brunssum,1997,2001,4,Deployment,21073,61,16,92,0.437,2118.56,100534.33,18,Joint UN-NATO,Yes,Transitioned to UN,Concluded,Unclassified,High,44.8,N/A
2123,Operation Cobra Gold 02123,Logistics Support,Netherlands,NLD,Western Europe,Sahel Region,Africa,High,ACO Mons,1994,2002,8,Drawdown,12918,149,0,109,0.844,344.75,26687.57,6,No,No,Successful,On Hold,NATO Secret,Low,28.8,Classified
2124,Operation Pacific Watch 02124,Amphibious Exercise,Latvia,LVA,Northern Europe,Horn of Africa,Africa,Medium,JFC Naples,1964,1981,17,Deployment,63234,17,4,2305,3.645,6526.63,103213.94,19,Yes,No,Inconclusive,On Hold,NATO Confidential,Medium,25.4,N/A
2125,Operation Cold Response 02125,Naval Patrol,Finland,FIN,Northern Europe,Libya,Africa,High,AIRCOM,1998,2003,5,Planning,37061,43,43,41,0.111,6006.87,162080.62,21,Yes,No,Ongoing,Suspended,NATO Secret,Medium,42.0,Pending
2126,Operation Pacific Watch 02126,Combat,Portugal,PRT,Western Europe,Mali,Africa,Medium,MARCOM,1976,1977,1,Execution,18561,16,43,48,0.259,7677.01,413609.72,8,Yes,Yes,Completed,Transitioned,NATO Confidential,High,82.1,N/A
2127,Operation Loyal Leda 02127,CBRN Response,Albania,ALB,Southern Europe,Caucasus Region,Asia,High,LANDCOM,1973,1984,11,Execution,39657,92,45,1197,3.018,11005.69,277522.0,26,Yes,No,Successful,On Hold,NATO Confidential,Low,41.9,Pending
2128,Operation Blue Flag 02128,Maritime Security,Slovakia,SVK,Central Europe,Aegean Sea,Europe,Low,ACO Mons,1956,1958,2,Planning,53921,200,15,1940,3.598,5489.26,101801.9,28,No,No,Suspended,Suspended,NATO Secret,Medium,26.7,N/A
2129,Operation Arctic Patrol 02129,Maritime Security,Czech Republic,CZE,Central Europe,Horn of Africa,Africa,Medium,LANDCOM,1999,2009,10,Completed,2479,200,17,31,1.251,1871.12,754788.22,27,Joint UN-NATO,Yes,Suspended,Concluded,Unclassified,High,78.1,Published
2130,Operation Arctic Fox 02130,Training Exercise,Spain,ESP,Western Europe,Iraq,Middle East,High,JFC Naples,2022,2024,2,Completed,59210,130,27,1141,1.927,1201.55,20293.02,16,Joint UN-NATO,No,Inconclusive,Concluded,NATO Restricted,High,40.4,N/A
2131,Operation Allied Shield 02131,Humanitarian Aid,Lithuania,LTU,Northern Europe,Kosovo,Europe,Medium,ACO Mons,2005,2017,12,Planning,63928,79,41,1493,2.335,2329.53,36439.9,27,Joint UN-NATO,Yes,Mission Accomplished,On Hold,Unclassified,High,22.9,Pending
2132,Operation Pacific Watch 02132,Maritime Security,Poland,POL,Central Europe,North Sea,Europe,Low,LANDCOM,1966,1981,15,Execution,60043,131,36,585,0.974,6553.77,109151.27,31,Joint UN-NATO,No,Suspended,Completed,NATO Restricted,Medium,71.8,Pending
2133,Operation Polar Bear 02133,Intelligence Gathering,United States,USA,North America,North Sea,Europe,Low,STRIKFORNATO,1956,1975,19,Transition,28048,75,40,575,2.05,4850.57,172938.18,16,No,No,Successful,Transitioned,NATO Restricted,Minimal,67.9,N/A
2134,Operation Vigilant Skies 02134,Cyber Defense,Portugal,PRT,Western Europe,Kosovo,Europe,Medium,JFC Naples,2006,2007,1,Completed,35002,113,48,341,0.974,5421.22,154883.15,16,Yes,Yes,Mission Accomplished,Transitioned,Unclassified,Minimal,28.4,Published
2135,Operation Dawn Patrol 02135,Ballistic Missile Defense,Denmark,DNK,Northern Europe,Eastern Europe,Europe,Medium,MARCOM,1976,1996,20,Execution,73962,113,32,191,0.258,9599.8,129793.68,23,No,No,Suspended,Concluded,NATO Restricted,High,21.5,Published
2136,Operation Blue Flag 02136,Cyber Defense,Bulgaria,BGR,Eastern Europe,Caucasus Region,Asia,High,MARCOM,2013,2016,3,Execution,30089,29,9,504,1.675,8241.24,273895.44,11,Joint UN-NATO,No,Successful,Completed,NATO Restricted,Medium,89.4,Pending
