Record_ID,Country,ISO_Code,Join_Year,Founding_Member,Nuclear_Sharing,Region,Capital,Equipment_Type,Equipment_Category,Domain,Notable_Models,Units_Count,Operational_Status,Condition,Year_Acquired,Equipment_Age_Years,Unit_Cost_M_USD,Total_Value_M_USD,Country_of_Origin,NATO_Standardized,Interoperable,Last_Maintenance_Year,Next_Upgrade_Due,Combat_Ready_Pct
2486,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Light Tank,Armored,Land,CV90105 / AMX-10RC,1903,On Order,Good,2010,14,59.27,112790.81,Turkey,No,No,2020,2032,92.8
2487,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Light Tank,Armored,Land,CV90105 / AMX-10RC,1021,Decommissioning,End-of-Life,1957,67,426.07,435017.47,UK,Yes,No,2008,2024,54.1
2488,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Light Tank,Armored,Land,CV90105 / AMX-10RC,1896,Decommissioning,Excellent,2004,20,365.02,692077.92,Germany,No,No,2013,2028,72.4
2489,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1854,Reserve,Excellent,1986,38,88.85,164727.9,Domestic,No,No,1992,2030,61.3
2490,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,981,Upgrading,End-of-Life,2013,11,391.87,384424.47,UK,Yes,No,2020,2025,65.2
2491,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,591,Decommissioning,Excellent,2022,2,447.74,264614.34,Israel,Yes,No,2024,2029,41.3
2492,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1714,Reserve,End-of-Life,2010,14,361.37,619388.18,Germany,No,Yes,2011,2030,76.3
2493,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,876,Upgrading,End-of-Life,2010,14,238.81,209197.56,Multi-National,Yes,Yes,2010,2031,80.1
2494,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,45,In Maintenance,Fair,2017,7,28.96,1303.2,Domestic,Yes,Yes,2024,2028,53.9
2495,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,1704,On Order,Good,2005,19,258.61,440671.44,UK,Partial,No,2008,2032,40.2
2496,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,778,Decommissioning,End-of-Life,2023,1,287.6,223752.8,USA,Yes,Yes,2024,2030,94.0
2497,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,82,Operational,End-of-Life,1981,43,31.14,2553.48,Germany,Partial,No,2019,2025,55.8
2498,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1875,Operational,Excellent,1995,29,265.76,498300.0,Germany,Yes,Yes,2021,2027,73.7
2499,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1857,Decommissioning,Needs Repair,1957,67,446.75,829614.75,Israel,Partial,No,1989,2026,53.0
2500,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1695,In Maintenance,Needs Repair,1974,50,251.15,425699.25,Italy,Partial,No,1984,2032,70.0
2501,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,790,Upgrading,Good,1981,43,213.58,168728.2,UK,Partial,No,1984,2035,54.6
2502,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1673,Upgrading,Good,1972,52,393.45,658241.85,USA,No,Yes,2024,2025,64.0
2503,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,97,In Maintenance,Needs Repair,1992,32,158.95,15418.15,Turkey,Partial,Yes,2009,2034,78.0
2504,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,1385,Upgrading,Good,2015,9,111.11,153887.35,Israel,Partial,No,2022,2033,93.0
2505,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,1504,Decommissioning,End-of-Life,2015,9,395.92,595463.68,UK,Partial,Yes,2017,2032,98.0
2506,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,341,Reserve,Needs Repair,2014,10,219.67,74907.47,Multi-National,No,Yes,2014,2028,41.1
2507,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,779,Decommissioning,Needs Repair,1971,53,268.77,209371.83,Italy,Yes,No,1977,2035,59.0
2508,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,453,Operational,Good,1959,65,299.74,135782.22,Domestic,No,Yes,1992,2025,82.2
2509,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,944,In Maintenance,End-of-Life,1963,61,255.27,240974.88,UK,Yes,Yes,1992,2024,99.2
2510,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,370,Decommissioning,Excellent,2004,20,164.3,60791.0,UK,Partial,No,2011,2029,59.0
2511,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,1194,Operational,Excellent,1976,48,166.83,199195.02,Domestic,Yes,No,2008,2028,62.1
2512,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,909,Operational,Good,1978,46,429.5,390415.5,Turkey,Yes,Yes,2024,2035,82.9
2513,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1421,In Maintenance,Excellent,2009,15,124.22,176516.62,Turkey,No,No,2009,2031,99.8
2514,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,15,On Order,Needs Repair,1973,51,424.7,6370.5,France,No,Yes,1988,2033,68.8
2515,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1299,Operational,Excellent,1955,69,38.0,49362.0,UK,Partial,Yes,2007,2026,44.6
2516,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1638,In Maintenance,Good,2020,4,277.65,454790.7,UK,Yes,Yes,2023,2025,52.5
2517,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,687,Decommissioning,Needs Repair,1984,40,380.99,261740.13,Israel,Yes,Yes,2004,2025,98.5
2518,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,556,On Order,Excellent,1981,43,153.96,85601.76,UK,No,Yes,1985,2032,82.6
2519,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,65,Reserve,Excellent,1954,70,430.61,27989.65,USA,No,Yes,1962,2035,46.7
2520,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,1253,In Maintenance,Needs Repair,2002,22,26.62,33354.86,Israel,Partial,Yes,2024,2028,87.7
2521,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,1551,Decommissioning,Needs Repair,2013,11,448.51,695639.01,Israel,Yes,No,2017,2032,90.5
2522,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,682,Upgrading,Fair,1998,26,67.78,46225.96,Domestic,No,Yes,2003,2028,64.0
2523,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,1552,Reserve,End-of-Life,1957,67,174.36,270606.72,Israel,Yes,No,2000,2028,92.7
2524,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,1514,Upgrading,Excellent,2016,8,72.13,109204.82,USA,No,Yes,2022,2024,62.1
2525,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,1141,Decommissioning,Needs Repair,1952,72,426.29,486396.89,Italy,No,No,1957,2032,50.2
2526,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,1513,Reserve,Excellent,2020,4,171.95,260160.35,UK,No,No,2020,2028,94.3
2527,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,573,Reserve,Good,1967,57,281.05,161041.65,Israel,No,Yes,2000,2032,43.6
2528,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,711,Operational,Good,1955,69,29.63,21066.93,Turkey,Partial,No,1977,2030,70.5
2529,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1942,In Maintenance,Fair,2006,18,19.83,38509.86,USA,No,Yes,2015,2026,92.4
2530,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1900,Upgrading,End-of-Life,1950,74,200.66,381254.0,USA,No,Yes,1955,2030,72.0
2531,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1848,Reserve,End-of-Life,1983,41,99.37,183635.76,Turkey,Yes,Yes,2021,2035,79.0
2532,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,959,Operational,Excellent,2000,24,185.3,177702.7,Italy,No,Yes,2014,2025,59.3
2533,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,1633,Operational,Needs Repair,2013,11,194.87,318222.71,Italy,Yes,Yes,2013,2031,94.7
2534,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,1135,Reserve,Fair,1982,42,80.97,91900.95,Italy,No,No,1988,2032,77.4
2535,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,989,Upgrading,Good,1955,69,195.34,193191.26,USA,Partial,Yes,1977,2032,85.5
2536,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,615,Operational,End-of-Life,1965,59,116.9,71893.5,Germany,Yes,No,1975,2031,97.0
2537,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Aircraft Carrier,Naval,Sea,Gerald R. Ford / Queen Elizabeth,1528,Decommissioning,Good,1996,28,280.16,428084.48,France,No,No,2004,2035,43.3
2538,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1390,On Order,Excellent,2023,1,46.47,64593.3,Italy,Partial,No,2024,2035,67.9
2539,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1800,Decommissioning,End-of-Life,2000,24,266.11,478998.0,Domestic,Yes,Yes,2021,2026,60.5
2540,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,831,In Maintenance,Needs Repair,1966,58,27.84,23135.04,USA,Partial,Yes,2021,2032,72.3
2541,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,306,On Order,Excellent,1995,29,221.15,67671.9,USA,No,Yes,2017,2024,84.0
2542,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1473,In Maintenance,Fair,1980,44,206.23,303776.79,Italy,Partial,No,2019,2025,59.1
2543,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Submarine (SSK),Naval,Sea,Type 212 / Gotland,803,Operational,Needs Repair,2006,18,404.61,324901.83,Israel,Yes,No,2017,2032,91.5
2544,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1893,Operational,Good,1974,50,173.9,329192.7,Italy,Yes,No,2006,2031,51.3
2545,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,1659,In Maintenance,Fair,1957,67,278.66,462296.94,UK,No,Yes,1959,2030,76.8
2546,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,39,Upgrading,Good,2006,18,251.84,9821.76,Multi-National,No,Yes,2023,2027,78.1
2547,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,1828,Operational,Excellent,1965,59,339.72,621008.16,Israel,No,No,1999,2028,70.9
2548,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,1968,Decommissioning,Good,1980,44,383.32,754373.76,Domestic,Yes,No,2007,2024,53.5
2549,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,1664,On Order,Needs Repair,1990,34,376.53,626545.92,Domestic,Partial,No,1992,2030,56.5
2550,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mortar System,Artillery,Land,M120 / AMOS,503,Operational,Fair,2010,14,168.15,84579.45,UK,No,Yes,2020,2029,84.8
2551,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mortar System,Artillery,Land,M120 / AMOS,1684,Upgrading,Excellent,1981,43,26.43,44508.12,Germany,No,Yes,1991,2031,65.5
2552,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mortar System,Artillery,Land,M120 / AMOS,756,Operational,Excellent,1964,60,449.01,339451.56,Italy,Partial,Yes,2021,2025,93.6
2553,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Mortar System,Artillery,Land,M120 / AMOS,1119,Reserve,Fair,1991,33,412.04,461072.76,Turkey,Yes,Yes,2009,2026,69.0
2554,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,785,Decommissioning,Fair,1970,54,229.98,180534.3,Domestic,No,Yes,1992,2029,53.4
2555,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,28,Decommissioning,Fair,1997,27,312.21,8741.88,USA,No,No,1998,2025,51.3
2556,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,519,Upgrading,End-of-Life,2009,15,36.74,19068.06,Multi-National,No,No,2009,2035,61.7
2557,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,428,On Order,Fair,1965,59,394.82,168982.96,USA,Partial,Yes,1987,2035,45.5
2558,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Satellite Terminal,Communications,Digital,SATCOM / JTRS,210,On Order,Excellent,1966,58,10.42,2188.2,Turkey,No,Yes,1983,2035,98.5
2559,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Satellite Terminal,Communications,Digital,SATCOM / JTRS,140,Decommissioning,Good,1992,32,192.81,26993.4,France,Yes,No,2018,2035,77.4
2560,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Satellite Terminal,Communications,Digital,SATCOM / JTRS,1608,Decommissioning,Fair,1998,26,253.01,406840.08,Turkey,Yes,No,2024,2033,52.2
2561,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1918,In Maintenance,Good,1969,55,303.64,582381.52,Domestic,No,Yes,1992,2030,51.9
2562,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1663,In Maintenance,Fair,1955,69,197.8,328941.4,USA,Yes,No,1981,2033,90.6
2563,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1262,Reserve,End-of-Life,1961,63,62.04,78294.48,USA,Partial,Yes,2016,2030,74.7
2564,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1783,In Maintenance,Needs Repair,1974,50,194.09,346062.47,Italy,Partial,Yes,1979,2034,58.3
2565,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,1985,Decommissioning,Fair,1990,34,312.0,619320.0,Italy,No,Yes,2013,2024,85.2
2566,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,1197,Reserve,Needs Repair,1990,34,446.51,534472.47,France,Partial,Yes,2024,2031,77.0
2567,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,1187,In Maintenance,Good,2011,13,394.89,468734.43,Domestic,Yes,Yes,2011,2028,49.3
2568,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,1690,In Maintenance,End-of-Life,1976,48,108.68,183669.2,Multi-National,Partial,Yes,1982,2034,74.1
2569,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,1575,Decommissioning,Good,1968,56,146.32,230454.0,Turkey,Yes,No,1968,2024,86.6
2570,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,504,Upgrading,Needs Repair,2019,5,412.65,207975.6,Multi-National,No,No,2019,2031,79.1
2571,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,89,Upgrading,End-of-Life,1970,54,209.12,18611.68,Israel,No,Yes,1996,2032,41.7
2572,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,422,Operational,End-of-Life,2012,12,87.49,36920.78,Multi-National,Yes,Yes,2015,2024,73.8
2573,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,62,Decommissioning,End-of-Life,1961,63,274.11,16994.82,Germany,No,No,2024,2024,77.8
2574,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,743,Upgrading,Good,1962,62,235.88,175258.84,USA,Yes,No,2015,2027,64.2
2575,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,1082,On Order,Excellent,1972,52,227.72,246393.04,Israel,Partial,No,1972,2024,62.7
2576,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,1812,Decommissioning,End-of-Life,2001,23,384.16,696097.92,USA,Yes,No,2019,2024,58.7
2577,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Corvette,Naval,Sea,Skjold / Visby / Burak,758,Reserve,Needs Repair,1971,53,245.16,185831.28,Italy,Partial,Yes,1998,2032,86.5
2578,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Corvette,Naval,Sea,Skjold / Visby / Burak,1389,In Maintenance,Fair,2007,17,268.75,373293.75,USA,Partial,No,2021,2024,53.0
2579,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,1034,Upgrading,Needs Repair,2020,4,190.35,196821.9,UK,Yes,No,2024,2033,68.5
2580,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,1402,Operational,End-of-Life,2022,2,100.55,140971.1,Turkey,Partial,Yes,2024,2027,66.7
2581,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,356,In Maintenance,Needs Repair,2022,2,317.86,113158.16,USA,Yes,No,2024,2032,71.6
2582,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,49,Operational,Fair,2022,2,446.83,21894.67,Italy,No,Yes,2022,2034,84.0
2583,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,1465,In Maintenance,Excellent,2020,4,128.03,187563.95,Turkey,Partial,No,2023,2026,56.2
2584,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,1218,On Order,Fair,2024,0,124.36,151470.48,France,Yes,Yes,2024,2032,49.5
2585,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,1481,Decommissioning,Needs Repair,2020,4,158.66,234975.46,Israel,No,Yes,2020,2032,58.5
2586,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Patrol Vessel,Naval,Sea,OPV / Fast Attack Craft,30,On Order,Needs Repair,2023,1,234.62,7038.6,UK,Yes,Yes,2024,2031,66.9
2587,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,1989,Decommissioning,End-of-Life,2023,1,62.94,125187.66,Turkey,Partial,No,2024,2029,77.8
2588,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,649,Reserve,Good,2022,2,298.96,194025.04,UK,No,No,2023,2031,50.5
2589,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,367,Upgrading,Good,2024,0,273.39,100334.13,Germany,Partial,No,2024,2033,56.3
2590,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,1366,Reserve,Excellent,2020,4,44.95,61401.7,France,Partial,Yes,2023,2035,95.4
2591,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,479,Decommissioning,End-of-Life,2024,0,183.52,87906.08,France,Yes,Yes,2024,2032,79.9
2592,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,1242,In Maintenance,Fair,2024,0,175.93,218505.06,UK,No,No,2024,2033,64.7
2593,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,179,Upgrading,Fair,2020,4,102.38,18326.02,Turkey,No,Yes,2024,2028,52.0
2594,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,1336,Decommissioning,Good,2020,4,317.86,424660.96,Israel,Yes,No,2021,2034,61.9
2595,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Ballistic Missile Defense,Strategic,Land,THAAD / Aegis Ashore,1328,On Order,Excellent,2023,1,14.64,19441.92,Germany,No,No,2024,2030,78.1
2596,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1201,Decommissioning,Excellent,2023,1,34.42,41338.42,USA,Yes,Yes,2023,2030,63.5
2597,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Main Battle Tank,Armored,Land,M1 Abrams / Leopard 2 / Challenger 3,1711,Reserve,Fair,2024,0,392.92,672286.12,UK,Partial,Yes,2024,2024,45.8
2598,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,1782,In Maintenance,Needs Repair,2022,2,384.47,685125.54,UK,Partial,Yes,2022,2034,58.9
2599,North Macedonia,MKD,2020,No,No,Southern Europe,Skopje,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,1684,On Order,End-of-Life,2021,3,153.27,258106.68,Multi-National,No,Yes,2021,2031,86.3
